,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
173,45,24/1/2022 0:00,Thesundaily,Govt considering aid in the form of special grants for MSMEs affected by flood,0,"['special', 0.4019, 'grants', 0.2263]","['affected', -0.1531]",2022,January,24,0.459,1,1,0.999998759
174,46,24/1/2022 0:00,Theedgemalaysia,"Govt considering aid in the form of special grants for MSMEs, informal traders affected by flood",0,"['special', 0.4019, 'grants', 0.2263]","['affected', -0.1531]",2022,January,24,0.459,1,1,1
175,47,24/1/2022 0:00,Business Today,KDEBWM: Elevating Malaysia's Waste Management Landscape To A Global Standard,0,[],"['Waste', -0.4215]",2022,January,24,-0.421,0,1,0.999999988
176,48,20/1/2022 0:00,Thesundaily,Eradicating child poverty top priority,0,"['top', 0.2023]","['poverty', -0.5106]",2022,January,20,-0.361,0,0,-0.999999957
177,49,17/1/2022 0:00,Suara Tv,Flood Involves Losses of RM5.3 to 6.5 billion,0,[],[],2022,January,17,-0.402,0,0,-1
178,50,13/1/2022 0:00,i3investor,"Tok Pa: E-commerce, food delivery service gross merchandise value expanded nearly RM30b in 2021",0,"['value', 0.34]","['gross', -0.4767]",2022,January,13,-0.178,0,1,0.999995022
179,51,13/1/2022 0:00,The Malay Mail Online,"Tok Pa: E-commerce, food delivery service gross merchandise value expanded nearly RM30b in 2021",0,"['value', 0.34]","['gross', -0.4767]",2022,January,13,-0.178,0,1,0.999995022
180,52,11/1/2022 0:00,The Malaysian Reserve,Underemployment remains a concern amid lowest unemployment rate,0,[],"['lowest', -0.3818, 'unemployment', -0.4404]",2022,January,11,-0.67,0,0,-0.999985753
181,1,14/11/2022 0:00,The Malay Mail Online,Malaysia's economy seen remaining steady going forward but analysts warn of potential headwinds,1,[],"['warn', -0.1027]",2022,November,14,-0.153,0,1,0.999965392
182,2,14/11/2022 0:00,Bernama,Malaysia's economy seen remaining steady going forward but analysts warn of potential headwinds,1,[],"['warn', -0.1027]",2022,November,14,-0.153,0,1,0.999965392
183,3,14/11/2022 0:00,Thesundaily,Malaysia's economy seen remaining steady going forward but analysts warn of potential headwinds,1,[],"['warn', -0.1027]",2022,November,14,-0.153,0,1,0.999965392
184,4,14/11/2022 0:00,The Malaysian Reserve,DoSM: Malaysia's 3Q GDP grows 14.2,1,[],[],2022,November,14,0,2,1,1
185,5,4/11/2022 0:00,Newsmalaysiamsn,"BNM may front-load more OPR hikes in 2023 to tackle core inflation, say economists",1,[],[],2022,November,4,0,2,0,-0.99833751
186,6,28/10/2022 0:00,Business Today,Economic Stability In Near Term Supported By Convincing Domestic Demand And Robust External Sector - DOSM,1,"['Supported', 0.3182, 'Convincing', 0.4019, 'Robust', 0.34]","['Demand', -0.128]",2022,October,28,0.71,1,1,0.999999976
187,7,20/10/2022 0:00,Codeblue,GE15: Health And Care Priorities For The New Government - Galen Centre,1,"['Care', 0.4939]",[],2022,October,20,0.494,1,1,1
188,8,3/10/2022 0:00,Business Today,Altair Believes Budget 2023 Has A Key Role In Boosting Digital Adoption Among MSMEs,1,"['Boosting', 0.34]",[],2022,October,3,0.34,1,1,1
189,9,30/9/2022 0:00,The Star Malaysia,Malaysia's real GDP to grow 5.1% in 2022,1,[],[],2022,September,30,0,2,1,0.999999293
190,10,30/9/2022 0:00, Bernama,Malaysia's real GDP to grow 5.1 pct in 2022 - DoSM,1,[],[],2022,September,30,0,2,1,0.999998632
191,11,30/9/2022 0:00,New Strait Times,Malaysia's real GDP to grow 5.1 per cent in 2022 - DOSM,1,[],[],2022,September,30,0,2,1,0.999868383
192,12,30/9/2022 0:00,Freemalaysiatoday,Malaysia's real GDP expected to see 5.1% growth,1,"['growth', 0.3818]",[],2022,September,30,0.382,1,1,0.99999996
193,13,28/9/2022 0:00,The Star Malaysia,"Tourism industry generates RM197. 9bil GVATI in 2021, contributes 12.8% to GDP",1,[],[],2022,September,28,0,2,1,1
194,14,22/9/2022 0:00,New Strait Times,"Seeking balanced development for Sabah, Sarawak",1,[],[],2022,September,22,0,2,0,-0.84556826
195,15,12/9/2022 0:00, Dailyexpress,Signs of Sabah economy recovering,1,[],[],2022,September,12,0,2,1,0.999997434
196,16,9/9/2022 0:00, Dailyexpress,"Gross Domestic Product up by more than 1pc, showing signs of recovery: Drop in Sabah's population growth",1,"['growth', 0.3818]","['Gross', -0.4767, 'Drop', -0.2732]",2022,September,9,-0.382,0,0,-0.995757826
197,17,8/9/2022 0:00,Dailyexpress,"Sabah's economy saw gradual recovery, says Hajiji",1,[],[],2022,September,8,0,2,0,-0.50429036
198,18,8/9/2022 0:00,The Star,"Census stats can help Sabah improve development plans, says Hajiji",1,"['help', 0.4019, 'improve', 0.4404]",[],2022,September,8,0.681,1,1,0.999981241
199,19,8/9/2022 0:00,Bernama,"Sabah GDP up by more than 1 pct, economy recovering",1,[],[],2022,September,8,0,2,1,0.999999978
200,20,8/9/2022 0:00, Theborneopost,Sabah's economy recovering gradually - CM,1,[],[],2022,September,8,0,2,1,1
201,21,30/8/2022 0:00,Selangor Journal,DOSM: Economic indicators point to continuous growth,1,"['growth', 0.3818]",[],2022,August,30,0.382,1,1,1
202,22,30/8/2022 0:00,Bernama,DoSM: Economic indicators point to continuous growth,1,"['growth', 0.3818]",[],2022,August,30,0.382,1,1,1
203,23,13/8/2022 0:00,Theborneopost,Guan Eng throws doubt on Malaysia's '8.9pc economic growth',1,"['growth', 0.3818]","['doubt', -0.3612]",2022,August,13,0.026,1,0,-0.999099411
204,24,13/8/2022 0:00, News Yahoo Malaysia,"Guan Eng throws doubt on Malaysia's '8.9pc economic growth', asks if due to one-off EPF withdrawals worth RM44b",1,"['growth', 0.3818, 'worth', 0.2263]","['doubt', -0.3612]",2022,August,13,-0.153,0,1,0.955942271
205,25,13/8/2022 0:00, i3investor,"Guan Eng throws doubt on Malaysia's '8.9pc economic growth', asks if due to one-off EPF withdrawals worth RM44b",1,"['growth', 0.3818, 'worth', 0.2263]","['doubt', -0.3612]",2022,August,13,-0.153,0,1,0.955942271
206,26,12/8/2022 0:00,Thesundaily,'Very clear Malaysia no longer in crisis': BNM governor,1,"['clear', 0.3818]","['no', -0.296, 'crisis', -0.6249]",2022,August,12,0.11,1,1,0.999996187
207,27,12/8/2022 0:00,The Malaysian Insight,"Very clear Malaysia no longer in crisis, says BNM governor",1,"['clear', 0.3818]","['no', -0.296, 'crisis', -0.6249]",2022,August,12,-0.568,0,1,0.999980725
208,28,12/8/2022 0:00,Bernama,'Very clear Malaysia no longer in crisis' -- BNM Governor,1,"['clear', 0.3818]","['no', -0.296, 'crisis', -0.6249]",2022,August,12,-0.568,0,1,0.999996187
209,29,5/8/2022 0:00,Theborneopost,"Tengku Zafrul: Malaysia able to manage price pressures, still room in fiscal space",1,[],"['pressures', -0.3182]",2022,August,5,-0.318,0,1,1
210,30,5/8/2022 0:00,Thesundaily,"Malaysia able to manage price pressures, still room in fiscal space: Tengku Zafrul",1,[],"['pressures', -0.3182]",2022,August,5,-0.318,0,1,0.999999999
211,31,5/8/2022 0:00,The Star,"Tengku Zafrul: Malaysia able to manage price pressures, still room in fiscal space",1,[],"['pressures', -0.3182]",2022,August,5,-0.318,0,1,1
212,32,5/8/2022 0:00,Bernama,"Malaysia able to manage price pressures, still room in fiscal space -- Tengku Zafrul",1,[],"['pressures', -0.3182]",2022,August,5,-0.318,0,1,0.999999999
213,33,5/8/2022 0:00,Business Today,"GDP Stands At 1.39 Trillion For 2021, With States Recording Average Growth Of 3.1%: DOSM",1,"['Growth', 0.3818]",[],2022,August,5,0.382,1,1,1
214,34,19/7/2022 0:00,Dailyexpress,Convincing economic recovery outlook,1,"['Convincing', 0.4019]",[],2022,July,19,0.402,1,1,0.999690614
215,35,18/7/2022 0:00,New Strait Times,CM sees positive economic outlook for Sabah as tourist arrivals rise by 442 per cent,1,"['positive', 0.5574]",[],2022,July,18,0.557,1,1,1
216,36,13/7/2022 0:00,Business Times,Zafrul: No risks of a recession,1,[],"['No', -0.296, 'risks', -0.2732, 'recession', -0.4215]",2022,July,13,-0.727,0,0,-0.964616079
217,37,13/7/2022 0:00,i3investor,Zafrul: No risks of a recession,1,[],"['No', -0.296, 'risks', -0.2732, 'recession', -0.4215]",2022,July,13,-0.727,0,0,-0.964616079
218,38,9/7/2022 0:00,Business Today,Encouraging GDP Growth Will Strengthen Economy In Q2,1,"['Encouraging', 0.5267, 'Growth', 0.3818, 'Strengthen', 0.3182]",[],2022,July,9,0.807,1,1,1
219,39,8/7/2022 0:00,Theborneopost,Malaysia's 2022 GDP could grow 5.7 pct despite IMF's downgrade,1,[],[],2022,July,8,0,2,1,0.995071472
220,40,8/7/2022 0:00, Bernama,Malaysia's 2022 GDP could grow 5.7 pct despite IMF's global growth downgrade,1,"['growth', 0.3818]",[],2022,July,8,-0.292,0,1,0.999942077
221,41,6/7/2022 0:00,Business Today,Sustainable Investment Strategies for SMEs,1,[],[],2022,July,6,0,2,1,1
222,42,4/7/2022 0:00,Freemalaysiatoday,Analysts expect GDP growth to wane in the next six months,1,"['growth', 0.3818]",[],2022,July,4,0.382,1,1,0.996135056
223,43,4/7/2022 0:00, i3investor,Communications minister: Malaysia Digital initiative shows country's readiness to be at forefront of digital economy,1,"['readiness', 0.25]",[],2022,July,4,0.25,1,1,1
224,44,1/7/2022 0:00,News Yahoo Malaysia,Penang expects further GDP growth in 2022 after last year's record high,1,"['growth', 0.3818]",[],2022,July,1,0.382,1,1,0.999999492
225,45,1/7/2022 0:00, Theedgemalaysia,"All states record positive growth, 5 states outperform national growth rate, says chief statistician",1,"['positive', 0.5574, 'growth', 0.3818, 'growth', 0.3818]",[],2022,July,1,0.832,1,1,1
226,46,1/7/2022 0:00, i3investor,Penang expects further GDP growth in 2022 after last year's record high,1,"['growth', 0.3818]",[],2022,July,1,0.382,1,1,0.999999492
227,47,30/6/2022 0:00,Selangor Journal,"All states record positive growth, five outperform national growth rate - DOSM",1,"['positive', 0.5574, 'growth', 0.3818, 'growth', 0.3818]",[],2022,June,30,0.832,1,1,1
228,48,30/6/2022 0:00,Bernama,"All states record positive growth, 5 states outperform national growth rate: Chief statistician",1,"['positive', 0.5574, 'growth', 0.3818, 'growth', 0.3818]",[],2022,June,30,0.832,1,1,1
229,49,30/6/2022 0:00,Thesundaily,"All states record positive growth, 5 states outperform national growth rate: Chief statistician",1,"['positive', 0.5574, 'growth', 0.3818, 'growth', 0.3818]",[],2022,June,30,0.832,1,1,1
230,50,27/5/2022 0:00,The Vibes,"Priority for food security, Penang govt urged",1,"['security', 0.34]",[],2022,May,27,0.34,1,1,0.908562656
231,51,27/5/2022 0:00,Bernama,"Give priority to food security, Penang govt urged",1,"['security', 0.34]",[],2022,May,27,0.34,1,1,0.999784206
232,52,27/5/2022 0:00,Thesundaily,"Give priority to food security, Penang govt urged",1,"['security', 0.34]",[],2022,May,27,0.34,1,1,0.999784206
233,53,14/5/2022 0:00,i3investor,Malaysia's economy to continue recovery momentum this year - Tengku Zafrul,1,[],[],2022,May,14,0,2,1,1
234,54,13/5/2022 0:00,Malaysia Now,"Malaysia's economy to continue recovery momentum this year, says",1,[],[],2022,May,13,0,2,1,1
235,55,13/5/2022 0:00,The Malay Mail Online,"Malaysia's economy to continue recovery momentum this year, says",1,[],[],2022,May,13,0,2,1,1
236,56,13/5/2022 0:00,Theborneopost,Tengku Zafrul: Malaysia's economy to continue recovery momentum this year,1,[],[],2022,May,13,0,2,1,1
237,57,13/5/2022 0:00,Theedgemalaysia,Malaysia's economy to continue recovery momentum this year - Tengku Zafrul,1,[],[],2022,May,13,0,2,1,1
238,58,13/5/2022 0:00,Bernama,Malaysia's economy to continue recovery momentum this year - Tengku Zafrul,1,[],[],2022,May,13,0,2,1,1
239,59,13/5/2022 0:00,Thesundaily,Malaysia's economy to continue recovery momentum this year: Tengku Zafrul,1,[],[],2022,May,13,0,2,1,1
240,60,13/5/2022 0:00,Theedgemalaysia,Malaysia's economy grew 5% in 1Q22 from a year earlier,1,[],[],2022,May,13,0,2,1,1
241,61,26/4/2022 0:00, Theborneopost,"Minimum wage: Onus on govt to support struggling SMEs, rights groups say",1,"['support', 0.4019]","['struggling', -0.4215]",2022,April,26,-0.026,0,1,0.34307656
242,62,26/4/2022 0:00,News Yahoo Malaysia,"The floor wage debate: Onus on govt to support struggling SMEs, rights groups say as data shows small businesses grew by over 5pc annually since 2013",1,"['support', 0.4019]","['struggling', -0.4215]",2022,April,26,-0.026,0,1,0.994660559
243,63,26/4/2022 0:00,The Malay Mail Online,"The floor wage debate: Onus on govt to support struggling SMEs, rights groups say as data shows small businesses grew by over 5pc annually since 2013",1,"['support', 0.4019]","['struggling', -0.4215]",2022,April,26,-0.026,0,1,0.994660559
244,64,19/4/2022 0:00,Thesundaily,E-wallet usage increased by 131% in 2020,1,"['increased', 0.2732]",[],2022,April,19,0.273,1,1,1
245,65,18/4/2022 0:00,Theedgemalaysia,e-wallet usage increased by 131% in 2020,1,"['increased', 0.2732]",[],2022,April,18,0.273,1,1,1
246,66,18/4/2022 0:00,Bernama,e-wallet usage increased by 131 pct in 2020,1,"['increased', 0.2732]",[],2022,April,18,0.273,1,1,1
247,67,18/4/2022 0:00,The Malay Mail Online,Minister: E-wallet usage in Malaysia increased by 131pc in 2020,1,"['increased', 0.2732]",[],2022,April,18,0.273,1,1,0.99999258
248,68,18/4/2022 0:00,Selangor Journal,E-wallet usage increased by 131 pct in 2020,1,"['increased', 0.2732]",[],2022,April,18,0.273,1,1,1
249,69,28/3/2022 0:00,Money Compass,Slower economic growth expected for Malaysia,1,"['growth', 0.3818]",[],2022,March,28,0.382,1,1,0.999999983
250,70,21/3/2022 0:00,Astro Awani,"Malaysia on track to achieve 2022 economic targets, says PM Ismail Sabri",1,[],[],2022,March,21,0,2,1,0.999999975
251,71,20/3/2022 0:00,The Malay Mail Online,"Malaysia on track to achieve 2022 economic targets, says PM Ismail Sabri",1,[],[],2022,March,20,0,2,1,0.999999975
252,72,20/3/2022 0:00,Thesundaily,Malaysia on track to achieve 2022 economic targets: PM,1,[],[],2022,March,20,0,2,1,0.999999998
253,73,20/3/2022 0:00,Bernama,"Malaysia on track to achieve 2022 economic targets, says PM Ismail Sabri",1,[],[],2022,March,20,0,2,1,0.999999975
254,74,20/3/2022 0:00,Theborneopost,"Malaysia on track to achieve 2022 economic targets, says PM Ismail Sabri",1,[],[],2022,March,20,0,2,1,0.999999975
255,75,26/2/2022 0:00,New Sarawak Tribune,DOSM optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,26,0.318,1,1,1
256,76,26/2/2022 0:00,Theedgemalaysia,Brighter outlook for Malaysia's property market but headwinds remain,1,"['Brighter', 0.3818]",[],2022,February,26,0.202,1,1,0.999999998
257,77,25/2/2022 0:00,Selangor Journal,DOSM optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,25,0.318,1,1,1
258,78,25/2/2022 0:00,i3investor,Stats Dept optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,25,0.318,1,1,0.999999999
259,79,25/2/2022 0:00,Bernama,DoSM optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,25,0.318,1,1,1
260,80,25/2/2022 0:00,The Malay Mail Online,Stats Dept optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,25,0.318,1,1,0.999999999
261,81,25/2/2022 0:00,Thesundaily,DOSM optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,25,0.318,1,1,1
262,82,24/2/2022 0:00,Theborneopost,"Malaysia on good track to achieve its economic projection targets, says Ismail Sabri",1,"['good', 0.4404]",[],2022,February,24,0.44,1,1,0.999316031
263,83,24/2/2022 0:00,Selangor Journal,Malaysia on good track to achieve its economic projection targets,1,"['good', 0.4404]",[],2022,February,24,0.44,1,1,0.999998602
264,84,24/2/2022 0:00,Bernama,Malaysia on good track to achieve its economic projection targets -- Ismail Sabri,1,"['good', 0.4404]",[],2022,February,24,0.44,1,1,0.999999246
265,85,24/2/2022 0:00,Thesundaily,"The need for economic, political stability",1,[],[],2022,February,24,0,2,1,0.961010355
266,86,13/2/2022 0:00,Astro Awani,Govt to focus on lowering jobless rate by providing more employment opportunities - Tengku Zafrul,1,"['opportunities', 0.3818]","['lowering', -0.25]",2022,February,13,0.221,1,0,-1
267,87,13/2/2022 0:00,Theedgemalaysia,Tengku Zafrul: Govt to focus on lowering jobless rate by providing more employment opportunities,1,"['opportunities', 0.3818]","['lowering', -0.25]",2022,February,13,0.221,1,0,-0.999999988
268,88,13/2/2022 0:00,Bernama,Govt to focus on lowering jobless rate by providing more employment opportunities - Tengku Zafrul,1,"['opportunities', 0.3818]","['lowering', -0.25]",2022,February,13,0.221,1,0,-1
269,89,12/2/2022 0:00,i3investor,"Govt maintains 5.5-6.5pc GDP growth forecast for 2022, says Tengku Zafrul",1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,0.999999789
270,90,12/2/2022 0:00,Focus Malaysia,"M'sian economy to grow 5.5% to 6.5% this year, Tengku Zafrul projects",1,[],[],2022,February,12,0,2,1,1
271,91,12/2/2022 0:00,Theborneopost,"Govt maintains 5.5-6.5pc GDP growth forecast for 2022, says Tengku Zafrul",1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,0.999999789
272,92,12/2/2022 0:00,Thesundaily,Govt maintains 5.5-6.5 pct GDP growth forecast for 2022: Tengku Zafrul,1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,1
273,93,12/2/2022 0:00,Selangor Journal,Govt maintains 5.5-6.5 pct GDP growth forecast for 2022,1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,1
274,94,12/2/2022 0:00,The Malay Mail Online,"Govt maintains 5.5-6.5pc GDP growth forecast for 2022, says Tengku Zafrul",1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,0.999999789
275,95,12/2/2022 0:00,Theedgemalaysia,Tengku Zafrul: Govt maintains 5.5-6.5% GDP growth forecast for 2022,1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,1
276,96,12/2/2022 0:00,The Star,Govt maintains 5.5-6.5% GDP growth forecast for 2022,1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,1
277,97,12/2/2022 0:00,Bernama,Govt maintains 5.5-6.5 pct GDP growth forecast for 2022 - Tengku Zafrul,1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,1
278,98,12/2/2022 0:00,The Malay Mail Online,Bursa Malaysia likely to continue uptrend next week on improved sentiment,1,"['improved', 0.4767]",[],2022,February,12,0.477,1,1,1
279,99,12/2/2022 0:00,Theedgemalaysia,Bursa Malaysia expected to continue uptrend next week on improved sentiment,1,"['improved', 0.4767]",[],2022,February,12,0.477,1,1,1
280,100,12/2/2022 0:00,The Malaysian Reserve,Govt maintains 5.5-6.5% GDP growth forecast for 2022 - Tengku Zafrul,1,"['growth', 0.3818]",[],2022,February,12,0.382,1,1,0.999999987
281,101,11/2/2022 0:00,The Star,FBM KLCI higher at midday on improved 4Q GDP result,1,"['improved', 0.4767]","['4Q', -0.6249]",2022,February,11,-0.408,0,1,0.999999999
